"naam","totinv","totpart","rate","sex","age","invited","participant","agec","age1","age2","age3","age4","age5","male","female"
"Rotselaar",1995,1064,0.533333333333333,"female","65_69",135,93,4,0,0,0,1,0,0,1
"Rotselaar",1995,1064,0.533333333333333,"male","70_74",150,85,5,0,0,0,0,1,1,0
"Rotselaar",1995,1064,0.533333333333333,"female","70_74",111,71,5,0,0,0,0,1,0,1
"Ruiselede",620,327,0.52741935483871,"male","50_54",102,44,1,1,0,0,0,0,1,0
"Ruiselede",620,327,0.52741935483871,"female","50_54",91,48,1,1,0,0,0,0,0,1
"Ruiselede",620,327,0.52741935483871,"male","55_59",90,40,2,0,1,0,0,0,1,0
"Ruiselede",620,327,0.52741935483871,"female","55_59",88,40,2,0,1,0,0,0,0,1
"Ruiselede",620,327,0.52741935483871,"male","60_64",59,32,3,0,0,1,0,0,1,0
"Ruiselede",620,327,0.52741935483871,"female","60_64",50,36,3,0,0,1,0,0,0,1
"Ruiselede",620,327,0.52741935483871,"male","65_69",40,26,4,0,0,0,1,0,1,0
"Ruiselede",620,327,0.52741935483871,"female","65_69",29,24,4,0,0,0,1,0,0,1
"Ruiselede",620,327,0.52741935483871,"male","70_74",34,18,5,0,0,0,0,1,1,0
"Ruiselede",620,327,0.52741935483871,"female","70_74",37,19,5,0,0,0,0,1,0,1
"Rumst",1563,810,0.518234165067178,"male","50_54",231,103,1,1,0,0,0,0,1,0
"Rumst",1563,810,0.518234165067178,"female","50_54",264,115,1,1,0,0,0,0,0,1
"Rumst",1563,810,0.518234165067178,"male","55_59",209,81,2,0,1,0,0,0,1,0
"Rumst",1563,810,0.518234165067178,"female","55_59",209,102,2,0,1,0,0,0,0,1
"Rumst",1563,810,0.518234165067178,"male","60_64",129,79,3,0,0,1,0,0,1,0
"Rumst",1563,810,0.518234165067178,"female","60_64",131,90,3,0,0,1,0,0,0,1
"Rumst",1563,810,0.518234165067178,"male","65_69",111,70,4,0,0,0,1,0,1,0
"Rumst",1563,810,0.518234165067178,"female","65_69",108,72,4,0,0,0,1,0,0,1
"Rumst",1563,810,0.518234165067178,"male","70_74",79,39,5,0,0,0,0,1,1,0
"Rumst",1563,810,0.518234165067178,"female","70_74",92,59,5,0,0,0,0,1,0,1
"Schelle",1094,533,0.487202925045704,"male","50_54",151,57,1,1,0,0,0,0,1,0
"Schelle",1094,533,0.487202925045704,"female","50_54",145,69,1,1,0,0,0,0,0,1
"Schelle",1094,533,0.487202925045704,"male","55_59",219,98,2,0,1,0,0,0,1,0
"Schelle",1094,533,0.487202925045704,"female","55_59",206,108,2,0,1,0,0,0,0,1
"Schelle",1094,533,0.487202925045704,"male","60_64",74,46,3,0,0,1,0,0,1,0
"Schelle",1094,533,0.487202925045704,"female","60_64",75,39,3,0,0,1,0,0,0,1
"Schelle",1094,533,0.487202925045704,"male","65_69",53,30,4,0,0,0,1,0,1,0
"Schelle",1094,533,0.487202925045704,"female","65_69",57,26,4,0,0,0,1,0,0,1
"Schelle",1094,533,0.487202925045704,"male","70_74",59,35,5,0,0,0,0,1,1,0
"Schelle",1094,533,0.487202925045704,"female","70_74",55,25,5,0,0,0,0,1,0,1
"Scherpenheuvel-Zichem",2773,1387,0.500180310133429,"male","50_54",421,172,1,1,0,0,0,0,1,0
"Scherpenheuvel-Zichem",2773,1387,0.500180310133429,"female","50_54",364,142,1,1,0,0,0,0,0,1
"Scherpenheuvel-Zichem",2773,1387,0.500180310133429,"male","55_59",347,139,2,0,1,0,0,0,1,0
"Scherpenheuvel-Zichem",2773,1387,0.500180310133429,"female","55_59",329,154,2,0,1,0,0,0,0,1
"Scherpenheuvel-Zichem",2773,1387,0.500180310133429,"male","60_64",265,160,3,0,0,1,0,0,1,0
"Scherpenheuvel-Zichem",2773,1387,0.500180310133429,"female","60_64",238,133,3,0,0,1,0,0,0,1
"Scherpenheuvel-Zichem",2773,1387,0.500180310133429,"male","65_69",185,113,4,0,0,0,1,0,1,0
"Scherpenheuvel-Zichem",2773,1387,0.500180310133429,"female","65_69",215,131,4,0,0,0,1,0,0,1
"Scherpenheuvel-Zichem",2773,1387,0.500180310133429,"male","70_74",212,122,5,0,0,0,0,1,1,0
"Scherpenheuvel-Zichem",2773,1387,0.500180310133429,"female","70_74",197,121,5,0,0,0,0,1,0,1
"Schilde",2383,1231,0.516575744859421,"male","50_54",323,123,1,1,0,0,0,0,1,0
"Schilde",2383,1231,0.516575744859421,"female","50_54",342,161,1,1,0,0,0,0,0,1
"Schilde",2383,1231,0.516575744859421,"male","55_59",283,112,2,0,1,0,0,0,1,0
"Schilde",2383,1231,0.516575744859421,"female","55_59",307,159,2,0,1,0,0,0,0,1
"Schilde",2383,1231,0.516575744859421,"male","60_64",216,119,3,0,0,1,0,0,1,0
"Schilde",2383,1231,0.516575744859421,"female","60_64",231,139,3,0,0,1,0,0,0,1
"Schilde",2383,1231,0.516575744859421,"male","65_69",174,114,4,0,0,0,1,0,1,0
"Schilde",2383,1231,0.516575744859421,"female","65_69",171,107,4,0,0,0,1,0,0,1
"Schilde",2383,1231,0.516575744859421,"male","70_74",162,90,5,0,0,0,0,1,1,0
"Schilde",2383,1231,0.516575744859421,"female","70_74",174,107,5,0,0,0,0,1,0,1
"Schoten",3957,2121,0.53601213040182,"male","50_54",571,237,1,1,0,0,0,0,1,0
"Schoten",3957,2121,0.53601213040182,"female","50_54",584,265,1,1,0,0,0,0,0,1
"Schoten",3957,2121,0.53601213040182,"male","55_59",476,222,2,0,1,0,0,0,1,0
"Schoten",3957,2121,0.53601213040182,"female","55_59",518,274,2,0,1,0,0,0,0,1
"Schoten",3957,2121,0.53601213040182,"male","60_64",367,228,3,0,0,1,0,0,1,0
"Schoten",3957,2121,0.53601213040182,"female","60_64",364,254,3,0,0,1,0,0,0,1
"Schoten",3957,2121,0.53601213040182,"male","65_69",266,156,4,0,0,0,1,0,1,0
"Schoten",3957,2121,0.53601213040182,"female","65_69",293,181,4,0,0,0,1,0,0,1
"Schoten",3957,2121,0.53601213040182,"male","70_74",240,140,5,0,0,0,0,1,1,0
"Schoten",3957,2121,0.53601213040182,"female","70_74",278,164,5,0,0,0,0,1,0,1
"Sint-Genesius-Rode",1907,459,0.24069218668065,"male","50_54",317,60,1,1,0,0,0,0,1,0
"Sint-Genesius-Rode",1907,459,0.24069218668065,"female","50_54",345,88,1,1,0,0,0,0,0,1
"Sint-Genesius-Rode",1907,459,0.24069218668065,"male","55_59",215,40,2,0,1,0,0,0,1,0
"Sint-Genesius-Rode",1907,459,0.24069218668065,"female","55_59",236,38,2,0,1,0,0,0,0,1
"Sint-Genesius-Rode",1907,459,0.24069218668065,"male","60_64",147,46,3,0,0,1,0,0,1,0
"Sint-Genesius-Rode",1907,459,0.24069218668065,"female","60_64",156,44,3,0,0,1,0,0,0,1
"Sint-Genesius-Rode",1907,459,0.24069218668065,"male","65_69",104,27,4,0,0,0,1,0,1,0
"Sint-Genesius-Rode",1907,459,0.24069218668065,"female","65_69",144,41,4,0,0,0,1,0,0,1
"Sint-Genesius-Rode",1907,459,0.24069218668065,"male","70_74",112,35,5,0,0,0,0,1,1,0
"Sint-Genesius-Rode",1907,459,0.24069218668065,"female","70_74",131,40,5,0,0,0,0,1,0,1
"Sint-Gillis-Waas",2299,1234,0.53675511091779,"male","50_54",385,156,1,1,0,0,0,0,1,0
"Sint-Gillis-Waas",2299,1234,0.53675511091779,"female","50_54",381,200,1,1,0,0,0,0,0,1
"Sint-Gillis-Waas",2299,1234,0.53675511091779,"male","55_59",295,141,2,0,1,0,0,0,1,0
"Sint-Gillis-Waas",2299,1234,0.53675511091779,"female","55_59",279,141,2,0,1,0,0,0,0,1
"Sint-Gillis-Waas",2299,1234,0.53675511091779,"male","60_64",205,120,3,0,0,1,0,0,1,0
"Sint-Gillis-Waas",2299,1234,0.53675511091779,"female","60_64",192,114,3,0,0,1,0,0,0,1
"Sint-Gillis-Waas",2299,1234,0.53675511091779,"male","65_69",145,93,4,0,0,0,1,0,1,0
"Sint-Gillis-Waas",2299,1234,0.53675511091779,"female","65_69",134,87,4,0,0,0,1,0,0,1
"Sint-Gillis-Waas",2299,1234,0.53675511091779,"male","70_74",137,89,5,0,0,0,0,1,1,0
"Sint-Gillis-Waas",2299,1234,0.53675511091779,"female","70_74",146,93,5,0,0,0,0,1,0,1
"Sint-Katelijne-Waver",2311,1216,0.52617914322804,"male","50_54",381,164,1,1,0,0,0,0,1,0
"Sint-Katelijne-Waver",2311,1216,0.52617914322804,"female","50_54",360,176,1,1,0,0,0,0,0,1
"Sint-Katelijne-Waver",2311,1216,0.52617914322804,"male","55_59",261,105,2,0,1,0,0,0,1,0
"Sint-Katelijne-Waver",2311,1216,0.52617914322804,"female","55_59",274,151,2,0,1,0,0,0,0,1
"Sint-Katelijne-Waver",2311,1216,0.52617914322804,"male","60_64",207,124,3,0,0,1,0,0,1,0
"Sint-Katelijne-Waver",2311,1216,0.52617914322804,"female","60_64",222,139,3,0,0,1,0,0,0,1
"Sint-Katelijne-Waver",2311,1216,0.52617914322804,"male","65_69",153,94,4,0,0,0,1,0,1,0
"Sint-Katelijne-Waver",2311,1216,0.52617914322804,"female","65_69",152,102,4,0,0,0,1,0,0,1
"Sint-Katelijne-Waver",2311,1216,0.52617914322804,"male","70_74",141,74,5,0,0,0,0,1,1,0
"Sint-Katelijne-Waver",2311,1216,0.52617914322804,"female","70_74",160,87,5,0,0,0,0,1,0,1
"Sint-Laureins",841,463,0.550535077288942,"male","50_54",121,48,1,1,0,0,0,0,1,0
"Sint-Laureins",841,463,0.550535077288942,"female","50_54",111,53,1,1,0,0,0,0,0,1
"Sint-Laureins",841,463,0.550535077288942,"male","55_59",102,44,2,0,1,0,0,0,1,0
"Sint-Laureins",841,463,0.550535077288942,"female","55_59",114,57,2,0,1,0,0,0,0,1
"Sint-Laureins",841,463,0.550535077288942,"male","60_64",83,50,3,0,0,1,0,0,1,0
"Sint-Laureins",841,463,0.550535077288942,"female","60_64",78,57,3,0,0,1,0,0,0,1
"Sint-Laureins",841,463,0.550535077288942,"male","65_69",62,43,4,0,0,0,1,0,1,0
"Sint-Laureins",841,463,0.550535077288942,"female","65_69",59,38,4,0,0,0,1,0,0,1
"Sint-Laureins",841,463,0.550535077288942,"male","70_74",56,38,5,0,0,0,0,1,1,0
"Sint-Laureins",841,463,0.550535077288942,"female","70_74",55,35,5,0,0,0,0,1,0,1
"Sint-Lievens-Houtem",1122,593,0.528520499108734,"male","50_54",197,87,1,1,0,0,0,0,1,0
"Sint-Lievens-Houtem",1122,593,0.528520499108734,"female","50_54",187,92,1,1,0,0,0,0,0,1
"Sint-Lievens-Houtem",1122,593,0.528520499108734,"male","55_59",139,65,2,0,1,0,0,0,1,0
"Sint-Lievens-Houtem",1122,593,0.528520499108734,"female","55_59",136,67,2,0,1,0,0,0,0,1
"Sint-Lievens-Houtem",1122,593,0.528520499108734,"male","60_64",95,55,3,0,0,1,0,0,1,0
"Sint-Lievens-Houtem",1122,593,0.528520499108734,"female","60_64",98,66,3,0,0,1,0,0,0,1
"Sint-Lievens-Houtem",1122,593,0.528520499108734,"male","65_69",69,41,4,0,0,0,1,0,1,0
"Sint-Lievens-Houtem",1122,593,0.528520499108734,"female","65_69",69,42,4,0,0,0,1,0,0,1
"Sint-Lievens-Houtem",1122,593,0.528520499108734,"male","70_74",66,40,5,0,0,0,0,1,1,0
"Sint-Lievens-Houtem",1122,593,0.528520499108734,"female","70_74",66,38,5,0,0,0,0,1,0,1
"Sint-Martens-Latem",940,512,0.54468085106383,"male","50_54",141,64,1,1,0,0,0,0,1,0
"Sint-Martens-Latem",940,512,0.54468085106383,"female","50_54",136,56,1,1,0,0,0,0,0,1
"Sint-Martens-Latem",940,512,0.54468085106383,"male","55_59",90,44,2,0,1,0,0,0,1,0
"Sint-Martens-Latem",940,512,0.54468085106383,"female","55_59",111,57,2,0,1,0,0,0,0,1
"Sint-Martens-Latem",940,512,0.54468085106383,"male","60_64",82,51,3,0,0,1,0,0,1,0
"Sint-Martens-Latem",940,512,0.54468085106383,"female","60_64",89,55,3,0,0,1,0,0,0,1
"Sint-Martens-Latem",940,512,0.54468085106383,"male","65_69",73,48,4,0,0,0,1,0,1,0
"Sint-Martens-Latem",940,512,0.54468085106383,"female","65_69",83,56,4,0,0,0,1,0,0,1
"Sint-Martens-Latem",940,512,0.54468085106383,"male","70_74",62,35,5,0,0,0,0,1,1,0
"Sint-Martens-Latem",940,512,0.54468085106383,"female","70_74",73,46,5,0,0,0,0,1,0,1
"Sint-Niklaas",8257,3920,0.474748698074361,"male","50_54",1383,481,1,1,0,0,0,0,1,0
"Sint-Niklaas",8257,3920,0.474748698074361,"female","50_54",1243,514,1,1,0,0,0,0,0,1
"Sint-Niklaas",8257,3920,0.474748698074361,"male","55_59",1022,367,2,0,1,0,0,0,1,0
"Sint-Niklaas",8257,3920,0.474748698074361,"female","55_59",985,472,2,0,1,0,0,0,0,1
"Sint-Niklaas",8257,3920,0.474748698074361,"male","60_64",710,392,3,0,0,1,0,0,1,0
"Sint-Niklaas",8257,3920,0.474748698074361,"female","60_64",716,417,3,0,0,1,0,0,0,1
"Sint-Niklaas",8257,3920,0.474748698074361,"male","65_69",526,313,4,0,0,0,1,0,1,0
"Sint-Niklaas",8257,3920,0.474748698074361,"female","65_69",575,357,4,0,0,0,1,0,0,1
"Sint-Niklaas",8257,3920,0.474748698074361,"male","70_74",473,261,5,0,0,0,0,1,1,0
"Sint-Niklaas",8257,3920,0.474748698074361,"female","70_74",624,346,5,0,0,0,0,1,0,1
"Sint-Pieters-Leeuw",3698,1125,0.304218496484586,"male","50_54",619,141,1,1,0,0,0,0,1,0
"Sint-Pieters-Leeuw",3698,1125,0.304218496484586,"female","50_54",561,142,1,1,0,0,0,0,0,1
"Sint-Pieters-Leeuw",3698,1125,0.304218496484586,"male","55_59",475,103,2,0,1,0,0,0,1,0
"Sint-Pieters-Leeuw",3698,1125,0.304218496484586,"female","55_59",479,124,2,0,1,0,0,0,0,1
"Sint-Pieters-Leeuw",3698,1125,0.304218496484586,"male","60_64",306,109,3,0,0,1,0,0,1,0
"Sint-Pieters-Leeuw",3698,1125,0.304218496484586,"female","60_64",336,132,3,0,0,1,0,0,0,1
"Sint-Pieters-Leeuw",3698,1125,0.304218496484586,"male","65_69",234,102,4,0,0,0,1,0,1,0
"Sint-Pieters-Leeuw",3698,1125,0.304218496484586,"female","65_69",233,104,4,0,0,0,1,0,0,1
"Sint-Pieters-Leeuw",3698,1125,0.304218496484586,"male","70_74",214,78,5,0,0,0,0,1,1,0
"Sint-Pieters-Leeuw",3698,1125,0.304218496484586,"female","70_74",241,90,5,0,0,0,0,1,0,1
"Sint-Truiden",4901,2295,0.468271781269129,"male","50_54",738,266,1,1,0,0,0,0,1,0
"Sint-Truiden",4901,2295,0.468271781269129,"female","50_54",689,283,1,1,0,0,0,0,0,1
"Sint-Truiden",4901,2295,0.468271781269129,"male","55_59",651,230,2,0,1,0,0,0,1,0
"Sint-Truiden",4901,2295,0.468271781269129,"female","55_59",602,258,2,0,1,0,0,0,0,1
"Sint-Truiden",4901,2295,0.468271781269129,"male","60_64",444,228,3,0,0,1,0,0,1,0
"Sint-Truiden",4901,2295,0.468271781269129,"female","60_64",459,263,3,0,0,1,0,0,0,1
"Sint-Truiden",4901,2295,0.468271781269129,"male","65_69",337,191,4,0,0,0,1,0,1,0
"Sint-Truiden",4901,2295,0.468271781269129,"female","65_69",343,215,4,0,0,0,1,0,0,1
"Sint-Truiden",4901,2295,0.468271781269129,"male","70_74",307,167,5,0,0,0,0,1,1,0
"Sint-Truiden",4901,2295,0.468271781269129,"female","70_74",331,194,5,0,0,0,0,1,0,1
"Spiere-Helkijn",270,89,0.32962962962963,"male","50_54",50,16,1,1,0,0,0,0,1,0
"Spiere-Helkijn",270,89,0.32962962962963,"female","50_54",53,20,1,1,0,0,0,0,0,1
"Spiere-Helkijn",270,89,0.32962962962963,"male","55_59",33,6,2,0,1,0,0,0,1,0
"Spiere-Helkijn",270,89,0.32962962962963,"female","55_59",38,10,2,0,1,0,0,0,0,1
"Spiere-Helkijn",270,89,0.32962962962963,"male","60_64",19,6,3,0,0,1,0,0,1,0
"Spiere-Helkijn",270,89,0.32962962962963,"female","60_64",19,8,3,0,0,1,0,0,0,1
"Spiere-Helkijn",270,89,0.32962962962963,"male","65_69",12,3,4,0,0,0,1,0,1,0
"Spiere-Helkijn",270,89,0.32962962962963,"female","65_69",12,5,4,0,0,0,1,0,0,1
"Spiere-Helkijn",270,89,0.32962962962963,"male","70_74",18,9,5,0,0,0,0,1,1,0
"Spiere-Helkijn",270,89,0.32962962962963,"female","70_74",16,6,5,0,0,0,0,1,0,1
"Stabroek",2246,1221,0.543633125556545,"male","50_54",311,125,1,1,0,0,0,0,1,0
"Stabroek",2246,1221,0.543633125556545,"female","50_54",347,188,1,1,0,0,0,0,0,1
"Stabroek",2246,1221,0.543633125556545,"male","55_59",297,125,2,0,1,0,0,0,1,0
"Stabroek",2246,1221,0.543633125556545,"female","55_59",258,147,2,0,1,0,0,0,0,1
"Stabroek",2246,1221,0.543633125556545,"male","60_64",195,114,3,0,0,1,0,0,1,0
"Stabroek",2246,1221,0.543633125556545,"female","60_64",190,121,3,0,0,1,0,0,0,1
"Stabroek",2246,1221,0.543633125556545,"male","65_69",140,94,4,0,0,0,1,0,1,0
"Stabroek",2246,1221,0.543633125556545,"female","65_69",201,133,4,0,0,0,1,0,0,1
"Stabroek",2246,1221,0.543633125556545,"male","70_74",145,78,5,0,0,0,0,1,1,0
"Stabroek",2246,1221,0.543633125556545,"female","70_74",162,96,5,0,0,0,0,1,0,1
"Staden",1195,649,0.543096234309623,"male","50_54",208,86,1,1,0,0,0,0,1,0
"Staden",1195,649,0.543096234309623,"female","50_54",180,93,1,1,0,0,0,0,0,1
"Staden",1195,649,0.543096234309623,"male","55_59",153,67,2,0,1,0,0,0,1,0
"Staden",1195,649,0.543096234309623,"female","55_59",159,93,2,0,1,0,0,0,0,1
"Staden",1195,649,0.543096234309623,"male","60_64",110,70,3,0,0,1,0,0,1,0
"Staden",1195,649,0.543096234309623,"female","60_64",86,58,3,0,0,1,0,0,0,1
"Staden",1195,649,0.543096234309623,"male","65_69",66,34,4,0,0,0,1,0,1,0
"Staden",1195,649,0.543096234309623,"female","65_69",71,48,4,0,0,0,1,0,0,1
"Staden",1195,649,0.543096234309623,"male","70_74",80,49,5,0,0,0,0,1,1,0
"Staden",1195,649,0.543096234309623,"female","70_74",82,51,5,0,0,0,0,1,0,1
"Steenokkerzeel",1396,593,0.424785100286533,"male","50_54",225,54,1,1,0,0,0,0,1,0
"Steenokkerzeel",1396,593,0.424785100286533,"female","50_54",237,94,1,1,0,0,0,0,0,1
"Steenokkerzeel",1396,593,0.424785100286533,"male","55_59",184,81,2,0,1,0,0,0,1,0
"Steenokkerzeel",1396,593,0.424785100286533,"female","55_59",158,59,2,0,1,0,0,0,0,1
"Steenokkerzeel",1396,593,0.424785100286533,"male","60_64",121,65,3,0,0,1,0,0,1,0
"Steenokkerzeel",1396,593,0.424785100286533,"female","60_64",115,69,3,0,0,1,0,0,0,1
"Steenokkerzeel",1396,593,0.424785100286533,"male","65_69",59,28,4,0,0,0,1,0,1,0
"Steenokkerzeel",1396,593,0.424785100286533,"female","65_69",104,50,4,0,0,0,1,0,0,1
"Steenokkerzeel",1396,593,0.424785100286533,"male","70_74",92,38,5,0,0,0,0,1,1,0
"Steenokkerzeel",1396,593,0.424785100286533,"female","70_74",101,55,5,0,0,0,0,1,0,1
"Stekene",2273,1197,0.526616805983282,"male","50_54",366,154,1,1,0,0,0,0,1,0
"Stekene",2273,1197,0.526616805983282,"female","50_54",352,178,1,1,0,0,0,0,0,1
"Stekene",2273,1197,0.526616805983282,"male","55_59",264,103,2,0,1,0,0,0,1,0
"Stekene",2273,1197,0.526616805983282,"female","55_59",255,134,2,0,1,0,0,0,0,1
"Stekene",2273,1197,0.526616805983282,"male","60_64",216,132,3,0,0,1,0,0,1,0
"Stekene",2273,1197,0.526616805983282,"female","60_64",200,130,3,0,0,1,0,0,0,1
"Stekene",2273,1197,0.526616805983282,"male","65_69",151,91,4,0,0,0,1,0,1,0
"Stekene",2273,1197,0.526616805983282,"female","65_69",149,94,4,0,0,0,1,0,0,1
"Stekene",2273,1197,0.526616805983282,"male","70_74",163,86,5,0,0,0,0,1,1,0
"Stekene",2273,1197,0.526616805983282,"female","70_74",157,95,5,0,0,0,0,1,0,1
"Temse",3245,1616,0.497996918335901,"male","50_54",535,195,1,1,0,0,0,0,1,0
"Temse",3245,1616,0.497996918335901,"female","50_54",496,228,1,1,0,0,0,0,0,1
"Temse",3245,1616,0.497996918335901,"male","55_59",451,174,2,0,1,0,0,0,1,0
"Temse",3245,1616,0.497996918335901,"female","55_59",403,196,2,0,1,0,0,0,0,1
"Temse",3245,1616,0.497996918335901,"male","60_64",271,170,3,0,0,1,0,0,1,0
"Temse",3245,1616,0.497996918335901,"female","60_64",255,154,3,0,0,1,0,0,0,1
"Temse",3245,1616,0.497996918335901,"male","65_69",199,114,4,0,0,0,1,0,1,0
"Temse",3245,1616,0.497996918335901,"female","65_69",222,144,4,0,0,0,1,0,0,1
"Temse",3245,1616,0.497996918335901,"male","70_74",209,127,5,0,0,0,0,1,1,0
"Temse",3245,1616,0.497996918335901,"female","70_74",204,114,5,0,0,0,0,1,0,1
"Ternat",1785,809,0.453221288515406,"male","50_54",263,91,1,1,0,0,0,0,1,0
"Ternat",1785,809,0.453221288515406,"female","50_54",289,101,1,1,0,0,0,0,0,1
"Ternat",1785,809,0.453221288515406,"male","55_59",226,83,2,0,1,0,0,0,1,0
"Ternat",1785,809,0.453221288515406,"female","55_59",217,86,2,0,1,0,0,0,0,1
"Ternat",1785,809,0.453221288515406,"male","60_64",152,79,3,0,0,1,0,0,1,0
"Ternat",1785,809,0.453221288515406,"female","60_64",170,109,3,0,0,1,0,0,0,1
"Ternat",1785,809,0.453221288515406,"male","65_69",109,62,4,0,0,0,1,0,1,0
"Ternat",1785,809,0.453221288515406,"female","65_69",129,74,4,0,0,0,1,0,0,1
"Ternat",1785,809,0.453221288515406,"male","70_74",117,58,5,0,0,0,0,1,1,0
"Ternat",1785,809,0.453221288515406,"female","70_74",113,66,5,0,0,0,0,1,0,1
"Tervuren",2627,1030,0.392082223068139,"male","50_54",466,154,1,1,0,0,0,0,1,0
"Tervuren",2627,1030,0.392082223068139,"female","50_54",478,169,1,1,0,0,0,0,0,1
"Tervuren",2627,1030,0.392082223068139,"male","55_59",324,97,2,0,1,0,0,0,1,0
"Tervuren",2627,1030,0.392082223068139,"female","55_59",326,115,2,0,1,0,0,0,0,1
"Tervuren",2627,1030,0.392082223068139,"male","60_64",222,107,3,0,0,1,0,0,1,0
"Tervuren",2627,1030,0.392082223068139,"female","60_64",189,89,3,0,0,1,0,0,0,1
"Tervuren",2627,1030,0.392082223068139,"male","65_69",155,67,4,0,0,0,1,0,1,0
"Tervuren",2627,1030,0.392082223068139,"female","65_69",159,75,4,0,0,0,1,0,0,1
"Tervuren",2627,1030,0.392082223068139,"male","70_74",149,80,5,0,0,0,0,1,1,0
"Tervuren",2627,1030,0.392082223068139,"female","70_74",159,77,5,0,0,0,0,1,0,1
"Tessenderlo",2171,1162,0.535237217871948,"male","50_54",336,118,1,1,0,0,0,0,1,0
"Tessenderlo",2171,1162,0.535237217871948,"female","50_54",330,151,1,1,0,0,0,0,0,1
"Tessenderlo",2171,1162,0.535237217871948,"male","55_59",271,118,2,0,1,0,0,0,1,0
"Tessenderlo",2171,1162,0.535237217871948,"female","55_59",265,139,2,0,1,0,0,0,0,1
"Tessenderlo",2171,1162,0.535237217871948,"male","60_64",201,135,3,0,0,1,0,0,1,0
"Tessenderlo",2171,1162,0.535237217871948,"female","60_64",179,127,3,0,0,1,0,0,0,1
"Tessenderlo",2171,1162,0.535237217871948,"male","65_69",157,108,4,0,0,0,1,0,1,0
"Tessenderlo",2171,1162,0.535237217871948,"female","65_69",140,92,4,0,0,0,1,0,0,1
"Tessenderlo",2171,1162,0.535237217871948,"male","70_74",147,85,5,0,0,0,0,1,1,0
"Tessenderlo",2171,1162,0.535237217871948,"female","70_74",145,89,5,0,0,0,0,1,0,1
"Tielt",2146,1057,0.492544268406337,"male","50_54",335,122,1,1,0,0,0,0,1,0
"Tielt",2146,1057,0.492544268406337,"female","50_54",286,137,1,1,0,0,0,0,0,1
"Tielt",2146,1057,0.492544268406337,"male","55_59",300,120,2,0,1,0,0,0,1,0
"Tielt",2146,1057,0.492544268406337,"female","55_59",264,127,2,0,1,0,0,0,0,1
"Tielt",2146,1057,0.492544268406337,"male","60_64",188,111,3,0,0,1,0,0,1,0
"Tielt",2146,1057,0.492544268406337,"female","60_64",185,114,3,0,0,1,0,0,0,1
"Tielt",2146,1057,0.492544268406337,"male","65_69",144,85,4,0,0,0,1,0,1,0
"Tielt",2146,1057,0.492544268406337,"female","65_69",159,94,4,0,0,0,1,0,0,1
"Tielt",2146,1057,0.492544268406337,"male","70_74",149,72,5,0,0,0,0,1,1,0
"Tielt",2146,1057,0.492544268406337,"female","70_74",136,75,5,0,0,0,0,1,0,1
"Tielt-Winge",1339,701,0.52352501867065,"male","50_54",201,82,1,1,0,0,0,0,1,0
"Tielt-Winge",1339,701,0.52352501867065,"female","50_54",191,75,1,1,0,0,0,0,0,1
"Tielt-Winge",1339,701,0.52352501867065,"male","55_59",178,69,2,0,1,0,0,0,1,0
"Tielt-Winge",1339,701,0.52352501867065,"female","55_59",155,84,2,0,1,0,0,0,0,1
"Tielt-Winge",1339,701,0.52352501867065,"male","60_64",114,73,3,0,0,1,0,0,1,0
"Tielt-Winge",1339,701,0.52352501867065,"female","60_64",114,86,3,0,0,1,0,0,0,1
"Tielt-Winge",1339,701,0.52352501867065,"male","65_69",112,73,4,0,0,0,1,0,1,0
"Tielt-Winge",1339,701,0.52352501867065,"female","65_69",93,61,4,0,0,0,1,0,0,1
"Tielt-Winge",1339,701,0.52352501867065,"male","70_74",83,48,5,0,0,0,0,1,1,0
"Tielt-Winge",1339,701,0.52352501867065,"female","70_74",98,50,5,0,0,0,0,1,0,1
"Tienen",4176,1821,0.436063218390805,"male","50_54",630,191,1,1,0,0,0,0,1,0
"Tienen",4176,1821,0.436063218390805,"female","50_54",603,256,1,1,0,0,0,0,0,1
"Tienen",4176,1821,0.436063218390805,"male","55_59",544,181,2,0,1,0,0,0,1,0
"Tienen",4176,1821,0.436063218390805,"female","55_59",483,206,2,0,1,0,0,0,0,1
"Tienen",4176,1821,0.436063218390805,"male","60_64",364,193,3,0,0,1,0,0,1,0
"Tienen",4176,1821,0.436063218390805,"female","60_64",352,210,3,0,0,1,0,0,0,1
"Tienen",4176,1821,0.436063218390805,"male","65_69",274,130,4,0,0,0,1,0,1,0
"Tienen",4176,1821,0.436063218390805,"female","65_69",328,168,4,0,0,0,1,0,0,1
"Tienen",4176,1821,0.436063218390805,"male","70_74",268,128,5,0,0,0,0,1,1,0
"Tienen",4176,1821,0.436063218390805,"female","70_74",330,158,5,0,0,0,0,1,0,1
"Tongeren",3903,1856,0.475531642326416,"male","50_54",577,195,1,1,0,0,0,0,1,0
"Tongeren",3903,1856,0.475531642326416,"female","50_54",510,224,1,1,0,0,0,0,0,1
"Tongeren",3903,1856,0.475531642326416,"male","55_59",503,216,2,0,1,0,0,0,1,0
"Tongeren",3903,1856,0.475531642326416,"female","55_59",480,207,2,0,1,0,0,0,0,1
"Tongeren",3903,1856,0.475531642326416,"male","60_64",383,209,3,0,0,1,0,0,1,0
"Tongeren",3903,1856,0.475531642326416,"female","60_64",349,201,3,0,0,1,0,0,0,1
